01.08.18;00:00;18,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;92;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;23,3;19,4;0,0;22;51;13;0;24,4;23,3;9;0
01.08.18;00:05;18,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;92;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;23,3;19,4;0,0;22;51;13;0;24,4;23,3;12;0
01.08.18;00:10;18,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;92;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;23,3;19,4;0,0;22;51;13;0;24,4;23,3;14;0
01.08.18;00:15;18,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;23,3;19,4;0,0;22;51;13;0;24,4;23,3;14;0
01.08.18;00:20;18,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;23,3;19,4;0,0;22;51;13;0;24,4;23,3;15;0
01.08.18;00:25;18,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;23,3;19,4;0,0;22;51;13;0;24,4;23,3;15;0
01.08.18;00:30;18,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;23,3;19,4;0,0;22;51;13;0;24,4;23,3;15;0
01.08.18;00:35;18,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;92;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;23,3;19,4;0,0;22;51;13;0;24,4;23,3;15;0
01.08.18;00:40;18,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;92;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;23,3;19,4;0,0;22;51;13;0;24,4;23,3;15;0
01.08.18;00:45;18,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;23,3;19,4;0,0;22;51;13;0;24,4;23,3;15;0
01.08.18;00:50;18,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,4;23,3;19,4;0,0;22;51;13;0;24,4;23,3;15;0
01.08.18;00:55;18,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,9;23,3;19,4;0,0;21;51;13;0;23,9;23,3;15;0
01.08.18;01:00;18,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;94;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,9;23,3;19,4;0,0;21;51;13;0;23,9;23,3;15;0
01.08.18;01:05;18,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;94;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,9;23,3;19,4;0,0;21;51;13;0;23,9;23,3;15;0
